id,texto,tema_id,tipo,escala_id,ativa,descricao,created_at,updated_at
2397d1e4-a06f-46fe-831d-544195f74abb,Organização nas atividades e projetos,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa conseguiu organizar suas tarefas de maneira eficiente, mantendo o projeto/tarefas detalhadas e atualizadas nas ferramentas da área, além de saber prever as necessidades end-to-end de um projeto?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
4261c9a2-1b28-4cba-bcdb-6d5d7cea933c,Priorização de atividades e projetos,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa conseguiu priorizar suas tarefas de maneira eficiente, priorizando-as de acordo com a entrega de valor agregado, os resultados alinhados aos objetivos da área e da empresa e não travar a equipe?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
cd10efbd-700e-42a5-b584-2fba8bace793,Cadência e ritmo,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa conseguiu dar ritmo para as entregas, avançando por etapas e resolvendo problemas com agilidade, mantendo o time/clientes atualizados sobre o status e impedimentos?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
a8ab0271-cf4e-44ff-93d9-67ee02418fde,Comunicação nas atividades e projetos,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"Se comunicou de forma pró ativa, efetivamente e de forma clara com a equipe, áreas do negócio e/ou clientes sobre seu progresso, impedimentos, necessidades e limitações?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
e06199db-f239-49ff-8007-275ade053c93,Prazo das atividades e projetos,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa conseguiu realizar entregas no prazo estipulado, e se o prazo não for suficiente, consegue prever e agir com antecedência, mantendo o stakeholder atualizado e repriorizando e negociando prazos se necessário?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
2da9e343-49c8-4f5f-a6e4-9c7ba1d62a99,Qualidade das entregas,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,Manteve consistentemente um alto padrão de qualidade em suas entregas?,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
0c1b0212-56ea-4470-bc8c-f18dd5052f29,Melhoria constante,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa buscou constantemente melhorar seus processos, os processos da área e suas habilidades, seja buscando feedbacks de outros colaboradores, conteúdos e benchmarkings de mercado, ou promovendo mudanças específicas em sua rotina?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
2d2c8621-cf6a-4262-bc85-ef46c4b4e113,Participação ativa com equipe,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa contribuiu de forma ativa, aberta e colaborativa para o sucesso da equipe, tendo alto nível de participação, comunicação e pró atividade nas reuniões de time e da empresa?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
520a6c1e-c5c2-4b2d-aa57-e9050b24efd3,Empatia e Respeito,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"Demonstrou empatia e respeito por outras pessoas, como por exemplo buscar compreender melhor os sentimentos do outro, acolhendo-os de forma verbal e não verbal?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
893ce73d-2ac7-4405-b228-0b4a212bd91b,Comunicação Transparente,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"Se comunica com a equipe de forma transparente, clara e objetiva, principalmente em situações desafiadoras, seja no assíncrono ou em reuniões de time, em prol de garantir o entendimento de todos?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
cb2a1c41-1299-46e9-ba7a-9147f2ab8653,Posicionamento em meio a desafios,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,A pessoa foi capaz de manter a calma e lidar com outras pessoas em situações difíceis ou conflituosas de forma respeitosa e profissional?,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
9474a900-e6a3-4d33-b1fa-e6600893954e,Receber e dar feedbacks,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"Foi capaz de receber e dar feedbacks de forma positiva e aberta, sem ficar na defensiva ou atacando o outro, buscando ouvir e entender?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
e19ec4a3-d541-4b8e-b270-7d6b45c00683,Segurança psicológica,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"As pessoas à sua volta sentem liberdade para falar com ela sobre temas sensíveis, como por exemplo uma entrega abaixo do esperado ou algum comportamento ruim, além de se sentirem seguros de ser quem são e expressar opiniões perto da pessoa.",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
4cb73dcc-9b5c-46e6-9b05-ec1e741ea6ab,Colaboração,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa demonstra abertura e pró atividade para ajudar os membros do seu time e da empresa, sem diminuí-los ou fazer represálias, entendendo que o resultado do time também é seu?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
097eaf89-7e6c-4e94-96eb-e9ea8c05e269,Comprometimento com mudanças,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa se compromete quando novas decisões são tomadas ou rumos alterados, mesmo que não concorde com elas?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
92bd43ee-5abc-4833-b162-fbc5cf9ecf46,Agilidade com mudanças,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"É capaz de incorporar com velocidade mudanças da estratégia no funcionamento da sua área ou da sua função, se adaptando e buscando mais conhecimento sobre?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
56e52d4b-79e3-440e-9573-b6d736674cfa,Proatividade para ajudar,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa é solícita e proativa para contribuir em iniciativas além das suas obrigações regulares, sem perder o senso de prioridades?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
5884d1b6-dff9-4c68-bc5e-8c5341359648,Interesse no negócio,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa mostra interesse em saber sobre o progresso do negócio e de outras áreas, participando ativamente das reuniões gerais como Town Hall ou questionando sua liderança?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
bc339402-d57d-4d9a-bc05-5927bfa2ee8a,Otimismo diante de desafios,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"Encara com naturalidade e motivação os problemas ou obstáculos do trabalho, sem deixar que eventuais períodos ruins contaminem negativamente os colegas?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
42febbe3-dcc4-4da4-b043-b8807d2651d1,Aprender com os erros,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,A pessoa aprende com os erros e utiliza o aprendizado para melhorar seu desempenho e ensinar os outros?,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
da74bc6c-a55d-47df-a2b6-12efa6c7260b,Conhecimento técnico,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,A pessoa possui domínio sobre as tarefas e conhecimentos que são esperados dela? Lembre de considerar o descritivo de carreira da pessoa e sua senioridade,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
95a07850-f68a-4b26-82b4-d7e9a432cfba,Execução com qualidade,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa conseguiu fazer entregas de qualidade técnica, buscando embasamento e referências no mercado, assim como buscou repassar conhecimentos para o time?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
3e640837-d3f5-4e56-9b69-236f7796dd9d,Escalabilidade e estratégia,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,A pessoa buscou construir processos considerando a escalabilidade e o alinhamento deles com a estratégia da empresa?,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
d3e5d4ac-c353-4b96-89d0-afbb2a8ef724,Pensamento crítico,,Seletor único sem justificativa,825914ba-ae3b-4cd3-8666-b27311714044,true,"A pessoa manteve um pensamento crítico sobre todas as suas entregas e sobre a estratégia da área, buscando melhorias contínuas e não se contentando?",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
ac898c5a-fbff-44f3-9ab7-4763ebfc0812,"De forma geral, como foi o desempenho da pessoa no semestre? O que ela teve de sucessos e pontos de melhoria? Quais foram as principais Conquistas e Pontos Fortes nos últimos 6 meses?",,Pergunta Aberta,,true,,2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
d77b8d33-d1f9-4a18-9039-e1463463f996,"De 1 a 5, quanto essa pessoa foi bem sucedida na completude dos objetivos, metas e OKRs pelos quais era responsável?",,Seletor único sem justificativa,43752dcf-e055-477b-b090-bd3570387fcd,true,"Leve em consideração: responsabilidades da função, senioridade, atingimento das OKRs e principais conquistas",2026-03-31T20:00:10+00:00,2026-03-31T20:00:10+00:00
